analysis,specification,late,se,ci_lo,ci_hi,p_value,f_first,n
covariate_specification,unadjusted,1.3385402489916103,0.47707658105613326,0.40347015012158916,2.2736103478616316,0.005032966607975282,30401.51152029578,7802
covariate_specification,demographics,1.4147753809917978,0.4742878440416647,0.485171206670135,2.3443795553134605,0.002863712986590843,30040.014310889477,7802
covariate_specification,demographics_baseline_va,1.6371632861752599,0.46230188479219086,0.7310515919825658,2.543274980367954,0.0004004406622988147,29892.401608478034,7802
covariate_specification,full,0.7815329306499235,0.49714224756897674,-0.19286587458527094,1.7559317358851179,0.11597934780670764,24814.276859730253,7802
covariate_specification,full_plus_followup,0.5553645767956836,0.48918972871288946,-0.40344729148157965,1.514176445072947,0.2562952921909282,26108.655895747623,7802
followup_restriction,max_2yr,-0.41508953275491367,0.6179565162147733,-1.6262843045358695,0.796105239026042,0.5018034162302322,9265.609000831142,4193
followup_restriction,max_3yr,-0.25817728918628424,0.5574376183361399,-1.3507550211251185,0.8344004427525499,0.6432753760215641,13785.779804102891,5431
followup_restriction,max_5yr,-0.4680162969952797,0.513075087810735,-1.47364346910432,0.5376108751137607,0.36170606900465196,21234.1613396304,6981
placebo_test,era_on_baseline_va,1.840981534946542,0.396681069214352,1.063486639286412,2.618476430606672,3.467918884354883e-06,,7802
